Sample,Date,Time,LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°)
S983,January-7,23:10,3015.029053,11.06149006,3293.722877,224.7324982
S984,January-7,23:20,3047.173096,11.16413021,3327.364584,225.6907043
S985,January-7,23:30,2962.648926,10.85531044,3218.928204,224.6080017
S986,January-7,23:40,2790.314941,10.4786396,3055.542187,224.0007019
S987,January-7,23:50,2295.48291,9.444117546,2433.307207,224.0350037
S988,January-8,0:00,2455.433105,9.764937401,2637.068502,225.2108002
S989,January-8,0:10,2295.831055,9.52643013,2460.690256,228.2747955
S990,January-8,0:20,2044.208008,8.953310966,2113.936949,227.7667999
S991,January-8,0:30,2331.074951,9.615391731,2528.815336,226.0715942
S992,January-8,0:40,2197.303955,9.343628883,2367.444273,225.6795959
S993,January-8,0:50,1840.800049,8.621238708,1903.26692,224.6591034
S994,January-8,1:00,1699.48999,8.442951202,1792.93299,222.8491974
S995,January-8,1:10,1823.838989,8.822072029,2029.980822,222.1018066
S996,January-8,1:20,1623.546997,8.236761093,1668.353717,224.6696014
S997,January-8,1:30,1590.369019,8.10205555,1588.970115,226.072403
S998,January-8,1:40,1146.207031,7.313792229,1163.745217,227.0516052
S999,January-8,1:50,1054.239014,7.203228951,1110.162706,226.5923004
S1000,January-8,2:00,1164.526978,7.486260891,1250.855497,226.2008057
S1001,January-8,2:10,1335.339966,7.819468975,1428.371294,226.7178955
S1002,January-8,2:20,1375.119995,7.868308067,1455.508163,227.0075073
S1003,January-8,2:30,1271.406982,7.61955595,1320.245292,227.5827942
S1004,January-8,2:40,1082.958984,7.126551151,1073.989838,229.0856934
S1005,January-8,2:50,908.0120239,6.819835186,936.9056722,232.6692963
S1006,January-8,3:00,835.4611816,6.592948914,842.8312933,232.3036957
S1007,January-8,3:10,880.546875,6.64773798,865.003454,230.6380005
S1008,January-8,3:20,997.5792847,7.083144188,1053.860548,227.7922974
S1009,January-8,3:30,1049.578003,7.2005229,1108.872557,227.9252014
S1010,January-8,3:40,980.8162231,7.068719864,1047.22626,227.864502
S1011,January-8,3:50,1182.594971,7.402225971,1207.859362,231.9062958
S1012,January-8,4:00,1280.964966,7.672173977,1348.228054,229.2303009
S1013,January-8,4:10,1484.291992,8.088177681,1580.889554,228.4046936
S1014,January-8,4:20,1377.219971,7.756439209,1393.758002,228.7427979
S1015,January-8,4:30,1241.482056,7.693374157,1359.600829,222.0014954
S1016,January-8,4:40,1192.243042,7.672489166,1348.396727,218.8347931
S1017,January-8,4:50,1151.322998,7.453350067,1233.889358,223.3424988
S1018,January-8,5:00,1114.974976,7.330749989,1172.116349,228.2407074
S1019,January-8,5:10,1033.328003,7.102694988,1062.896174,230.6490021
S1020,January-8,5:20,936.5161743,6.839543819,945.3632859,230.5670929
S1021,January-8,5:30,895.6375732,6.887023926,965.9313884,227.1399994
S1022,January-8,5:40,806.932312,6.405262947,769.4288398,231.4656067
S1023,January-8,5:50,512.8892212,5.744005203,542.0086693,232.3739929
S1024,January-8,6:00,544.7133789,5.88451004,586.7154514,232.1598969
S1025,January-8,6:10,515.7891235,5.817268848,565.068725,230.0868073
S1026,January-8,6:20,642.6522827,6.251658916,712.2288463,226.6231995
S1027,January-8,6:30,693.7650146,6.354609013,750.2833623,221.7216949
S1028,January-8,6:40,537.7199707,5.963194847,612.6457192,213.6278076
S1029,January-8,6:50,836.3096924,6.888867855,966.7357048,221.8280945
S1030,January-8,7:00,1078.052002,7.527998924,1272.407002,218.5473938
S1031,January-8,7:10,802.5380859,6.675147057,876.2241132,213.6045074
S1032,January-8,7:20,743.9127197,6.485438824,800.3068817,216.9779968
S1033,January-8,7:30,816.6115723,6.690217018,882.4302661,203.3760071
S1034,January-8,7:40,623.0045166,5.947310925,607.3584578,187.865799
S1035,January-8,7:50,611.0388184,6.127420902,667.8227255,183.3990936
S1036,January-8,8:00,361.3192139,5.20006609,386.7129439,182.6378021
S1037,January-8,8:10,226.3937073,4.571615219,237.3140445,186.2346039
S1038,January-8,8:20,146.218399,3.943535089,117.4138001,191.2651978
S1039,January-8,8:30,137.7993927,4.141524792,149.7321047,200.3117981
S1040,January-8,8:40,107.5957031,3.786334038,90.62838673,205.3704987
S1041,January-8,8:50,148.7830048,4.165298939,154.3156047,201.9125061
S1042,January-8,9:00,183.4562988,4.179171085,157.0029066,200.9082947
S1043,January-8,9:10,288.2466125,4.845465183,298.9233402,189.7422028
S1044,January-8,9:20,390.3236084,5.184568882,382.6701042,183.8610992
S1045,January-8,9:30,320.6368103,4.806880951,289.9354852,186.3890076
S1046,January-8,9:40,244.8775024,4.479813099,217.738997,174.302597
S1047,January-8,9:50,133.5527954,3.715156078,79.80085182,177.8092041
S1048,January-8,10:00,8.48479557,2.791785955,0,176.252594
S1049,January-8,10:10,77.44355011,3.674292088,73.95093235,184.071701
S1050,January-8,10:20,112.1079025,3.95833993,120.1401114,178.4891052
S1051,January-8,10:30,26.92427063,2.927467108,0,185.0424042
S1052,January-8,10:40,86.62489319,3.946842909,118.0198926,198.2447968
S1053,January-8,10:50,162.0511017,4.363177776,193.5870157,188.3773956
S1054,January-8,11:00,12.82001019,2.89745903,0,198.2969971
S1055,January-8,11:10,17.84958076,2.732266903,0,209.0112
S1056,January-8,11:20,30.36087036,3.254823923,29.34918408,204.0836945
S1057,January-8,11:30,14.21788025,2.822695971,0,195.3233032
S1058,January-8,11:40,193.0794983,4.30862093,182.552627,195.1956024
S1059,January-8,11:50,92.28330231,3.491285086,51.03000557,210.6403961
S1060,January-8,12:00,130.7256927,4.136732101,148.8114413,218.1190033
S1061,January-8,12:10,127.6705017,4.059885979,134.1988349,217.6712036
S1062,January-8,12:20,89.93031311,3.790518045,91.29007987,202.4143066
S1063,January-8,12:30,66.07553864,3.733128071,82.45823973,187.8348999
S1064,January-8,12:40,19.80158997,3.023945093,16.81211238,189.2415924
S1065,January-8,12:50,39.00555038,3.446001053,46.18538882,184.6981049
S1066,January-8,13:00,2.426461935,2.689878941,0,201.684906
S1067,January-8,13:10,98.45671844,3.870109081,104.4106757,192.1271973
S1068,January-8,13:20,15.6660099,2.735780954,0,187.3040009
S1069,January-8,13:30,0,2.236932993,0,199.2996063
S1070,January-8,13:40,0,2.118818998,0,199.8484955
S1071,January-8,13:50,0,1.673400044,0,221.8755951
S1072,January-8,14:00,0,2.418706894,0,229.6304932
S1073,January-8,14:10,1.771667957,2.904170036,0,218.6188965
S1074,January-8,14:20,0,2.145584106,0,206.2749023
S1075,January-8,14:30,0,2.201905012,0,213.9199066
S1076,January-8,14:40,0,3.066056013,18.46286417,229.6331024
S1077,January-8,14:50,0,3.325711966,34.90984566,231.9868011
S1078,January-8,15:00,0,3.619611025,66.54097857,241.0858002
S1079,January-8,15:10,0,2.971257925,0,242.982605
S1080,January-8,15:20,0,2.954154015,0,242.1898041
S1081,January-8,15:30,0,3.221544027,27.01594936,221.537796
S1082,January-8,15:40,0,3.012871027,16.42512593,215.6768036
S1083,January-8,15:50,0,3.734921932,82.72632155,220.328598
S1084,January-8,16:00,0,4.216407776,164.2639327,220.9300995
S1085,January-8,16:10,0,4.711212158,268.0947648,216.9752045
S1086,January-8,16:20,0,4.469265938,215.5225209,225.3256073
S1087,January-8,16:30,0,4.823653221,293.8295573,235.0917969
S1088,January-8,16:40,0,4.231332779,167.1939871,225.2348938
S1089,January-8,16:50,277.5324097,5.12796402,368.0695423,216.6808929
S1090,January-8,17:00,498.3258057,5.879827976,585.1930068,217.4197998
S1091,January-8,17:10,497.7956848,5.929944038,601.6082568,215.616394
S1092,January-8,17:20,642.5411987,6.427526951,777.9325092,211.1470032
S1093,January-8,17:30,791.8890991,6.879769802,962.7711965,209.3860016
S1094,January-8,17:40,923.550415,7.121829987,1071.788404,207.3661957
S1095,January-8,17:50,745.8217773,6.659317017,869.7331263,208.6665955
S1096,January-8,18:00,669.5847778,6.35085392,748.8751801,208.4481049
S1097,January-8,18:10,470.0203857,5.62842989,506.7150969,210.7872009
S1098,January-8,18:20,294.4465027,4.929840088,318.9488526,211.1425018
S1099,January-8,18:30,354.183197,5.178981781,381.2173979,217.8014984
S1100,January-8,18:40,500.3696899,5.78035593,553.3824729,218.2480011
S1101,January-8,18:50,590.555481,6.148515224,675.2459569,218.5653076
S1102,January-8,19:00,629.8114014,6.305305004,731.9157626,219.5202026
S1103,January-8,19:10,757.2838135,6.660715103,870.3052413,219.8618011
S1104,January-8,19:20,602.4882813,6.314433098,735.2964743,220.5536041
S1105,January-8,19:30,533.9011841,6.233302116,705.5634331,224.5644989
S1106,January-8,19:40,748.9569092,6.829358101,940.9864341,218.1961975
S1107,January-8,19:50,750.7763062,6.819999218,936.9758711,215.1024933
S1108,January-8,20:00,626.7866211,6.461894989,791.1660824,218.5552063
S1109,January-8,20:10,637.1281128,6.375611782,758.1877821,219.3363037
S1110,January-8,20:20,608.6168823,6.362308979,753.1756862,215.6427002
S1111,January-8,20:30,786.0579224,6.759739876,911.4031135,217.3748016
S1112,January-8,20:40,1149.30896,7.762672901,1397.160375,215.5307007
S1113,January-8,20:50,1129.14502,7.606812,1313.521041,216.0639038
S1114,January-8,21:00,1030.680054,7.296388149,1155.19657,217.3983002
S1115,January-8,21:10,1081.785034,7.305881023,1159.853983,222.517395
S1116,January-8,21:20,1120.730957,7.368675232,1190.988493,215.860199
S1117,January-8,21:30,980.2758789,7.121951103,1071.844842,213.0664978
S1118,January-8,21:40,1001.133972,7.10496521,1063.94864,218.3159943
S1119,January-8,21:50,1106.286011,7.358417034,1185.863219,221.9107971
S1120,January-8,22:00,1000.242981,7.010375023,1020.666097,230.5102997
S1121,January-8,22:10,1003.401001,7.051381111,1039.28734,234.9367981
S1122,January-8,22:20,898.2753296,6.785508156,922.2858321,240.5984955
S1123,January-8,22:30,770.7371826,6.544709206,823.5906813,244.1383972
S1124,January-8,22:40,557.7012939,6.003430843,625.1509756,246.4960022
S1125,January-8,22:50,473.4700012,5.901651859,592.3089111,242.158493
S1126,January-8,23:00,428.9768982,5.646711826,512.2111576,240.0821075
S1127,January-8,23:10,363.7952881,5.309488773,415.8286671,244.591095
S1128,January-8,23:20,356.7980957,5.368955135,432.0804768,247.1130066
S1129,January-8,23:30,349.7767944,5.345266819,425.5697641,244.3128052
S1130,January-8,23:40,361.3447876,5.433129787,449.9675984,247.1965027
S1131,January-8,23:50,347.2059937,5.379458904,434.9831711,246.8430939
S1132,January-9,0:00,248.9463043,4.917778015,316.0543261,241.6822052
S1133,January-9,0:10,281.9343872,5.039463997,345.7541044,245.5968018
S1134,January-9,0:20,314.6347961,5.169603825,378.7847605,247.3871002
S1135,January-9,0:30,368.4970093,5.490445137,466.2554686,251.276001
S1136,January-9,0:40,325.6263123,5.23074007,394.7734969,252.1670074
S1137,January-9,0:50,232.6753998,4.785101891,284.9082596,249.2490997
S1138,January-9,1:00,269.1629944,4.981732845,331.5246145,244.4794006
S1139,January-9,1:10,386.1742859,5.473279953,461.3461442,246.6542969
S1140,January-9,1:20,405.5794067,5.571075916,489.6804558,245.8370056
S1141,January-9,1:30,445.0248108,5.696821213,527.4417133,252.9866028
S1142,January-9,1:40,458.1116943,5.657978058,515.614184,255.7552948
S1143,January-9,1:50,460.8215027,5.676557064,521.2530044,263.7886047
S1144,January-9,2:00,487.211792,5.796945095,558.6173145,263.5401917
S1145,January-9,2:10,510.5628967,5.928707123,601.1999311,266.4515076
S1146,January-9,2:20,489.9814148,5.894340038,589.9192691,267.3027954
S1147,January-9,2:30,425.5150146,5.608187199,500.6670469,265.3855896
S1148,January-9,2:40,356.3117065,5.392457962,438.5889021,268.8210144
S1149,January-9,2:50,369.5346985,5.326724052,420.5074067,267.6254883
S1150,January-9,3:00,365.8602905,5.327391148,420.6890135,271.9703064
S1151,January-9,3:10,206.9544983,4.631585121,250.3834206,269.8913879
S1152,January-9,3:20,172.0186005,4.47201395,216.0993792,267.796814
S1153,January-9,3:30,109.5796967,4.122563839,146.0962393,266.5588074
S1154,January-9,3:40,122.6483002,4.175298214,156.2516975,265.9285889
S1155,January-9,3:50,132.9779053,4.217702866,164.5177318,267.2065125
S1156,January-9,4:00,126.8231964,4.208799839,162.7747255,269.7091064
S1157,January-9,4:10,100.5101013,4.020815849,126.8743762,264.3344116
S1158,January-9,4:20,187.7584991,4.531458855,228.6883325,261.1253967
S1159,January-9,4:30,290.8814087,5.007687092,337.8903112,261.4195862
S1160,January-9,4:40,223.4608002,4.589190006,241.1206428,274.5922852
S1161,January-9,4:50,84.96160126,3.861534119,102.9483748,272.2204895
S1162,January-9,5:00,20.55237961,3.056126118,18.04804705,285.9599915
S1163,January-9,5:10,5.918070793,2.914252043,0,297.6195984
S1164,January-9,5:20,1.386602998,2.546088934,0,297.9724121
S1165,January-9,5:30,0,2.377084017,0,307.8435059
S1166,January-9,5:40,0,3.244925976,28.63672992,307.8139954
S1167,January-9,5:50,7.471731186,2.973398924,0,322.1921997
S1168,January-9,6:00,0,2.472924948,0,325.0539856
S1169,January-9,6:10,0,3.088496923,19.45843799,340.9537048
S1170,January-9,6:20,0,3.207957983,26.11437727,342.6260071
S1171,January-9,6:30,0,3.524256945,54.76384975,345.8174133
S1172,January-9,6:40,0,3.196883917,25.40134748,351.7698975
S1173,January-9,6:50,0,3.278629065,31.12686252,355.6712952
S1174,January-9,7:00,0,3.013487101,16.44613937,349.5235901
S1175,January-9,7:10,0,2.597444057,0,350.9614868
S1176,January-9,7:20,0,2.811811924,0,351.3952942
S1177,January-9,7:30,0,2.495686054,0,5.538174152
S1178,January-9,7:40,0,3.066822052,18.49552059,17.82920074
S1179,January-9,7:50,0,3.162409067,23.30722656,25.94327927
S1180,January-9,8:00,0,2.501784086,0,14.1450901
S1181,January-9,8:10,0,2.291039944,0,43.71139908
S1182,January-9,8:20,0,2.344810963,0,54.23257828
S1183,January-9,8:30,0,3.035115957,17.22236107,66.51316071
S1184,January-9,8:40,0,3.584100962,61.98514545,76.80802155
S1185,January-9,8:50,0,3.270412922,30.50306537,83.90677643
S1186,January-9,9:00,0,1.990193009,0,50.20565033
S1187,January-9,9:10,0,2.80162406,0,68.53430939
S1188,January-9,9:20,0,3.275088072,30.85669408,55.11882019
S1189,January-9,9:30,0,3.214826107,26.56645593,57.9102211
S1190,January-9,9:40,0,3.130810022,21.55482167,71.85945129
S1191,January-9,9:50,0,2.939748049,0,80.20345306
S1192,January-9,10:00,0,3.246735096,28.76577968,65.59587097
S1193,January-9,10:10,0,2.871908903,0,70.33496857
S1194,January-9,10:20,0,2.629748106,0,58.161129
S1195,January-9,10:30,0,3.085630894,19.3268006,63.87804031
S1196,January-9,10:40,0,3.20629096,26.00578755,73.58798218
S1197,January-9,10:50,0,3.419043064,43.45714522,81.49429321
S1198,January-9,11:00,30.56949043,3.473898888,49.13117686,76.31838989
S1199,January-9,11:10,6.349184036,3.36066699,37.94779792,77.78397369
S1200,January-9,11:20,1.076665998,3.748315096,84.74412169,78.5811615
S1201,January-9,11:30,58.0236702,4.009674072,124.7982101,69.01933289
S1202,January-9,11:40,2.406131029,2.933751106,0,81.16980743
S1203,January-9,11:50,0,2.830065012,0,81.74397278
S1204,January-9,12:00,0,2.956454039,0,75.30171204
S1205,January-9,12:10,0,3.390789986,40.72262457,49.32952118
S1206,January-9,12:20,0,2.111383915,0,79.45545959
S1207,January-9,12:30,12.09146023,3.813462019,94.96842111,83.68856812
S1208,January-9,12:40,142.9373016,4.217244148,164.427827,78.26979828
S1209,January-9,12:50,176.2416992,4.462296009,214.0614019,71.71231842
S1210,January-9,13:00,167.9707031,4.312468052,183.3254102,73.29966736
S1211,January-9,13:10,175.5373993,4.473014832,216.3095934,71.38308716
S1212,January-9,13:20,211.0254059,4.622023106,248.2842527,66.56902313
S1213,January-9,13:30,250.3184967,4.842130184,298.1423314,68.17137909
S1214,January-9,13:40,261.0658875,4.857725143,301.8012481,70.54255676
S1215,January-9,13:50,195.1080017,4.585811138,240.3872972,75.58088684
S1216,January-9,14:00,260.9960022,4.864133835,303.3098972,72.11638641
S1217,January-9,14:10,262.1498108,4.990509987,333.6716367,69.02514648
S1218,January-9,14:20,328.7894897,5.32218504,419.2727484,70.8657608
S1219,January-9,14:30,268.8442078,5.109433174,363.3457707,69.28304291
S1220,January-9,14:40,235.5547028,4.888106823,308.9794625,67.25906372
S1221,January-9,14:50,295.7919922,5.227930069,394.0318302,65.34407806
S1222,January-9,15:00,362.5090942,5.366281033,431.3430427,64.31523132
S1223,January-9,15:10,365.6787109,5.337725163,423.5072182,65.40693665
S1224,January-9,15:20,363.0426941,5.347967148,426.3094724,65.60115051
S1225,January-9,15:30,288.8091125,5.032437801,344.0086578,63.22378159
S1226,January-9,15:40,261.4096985,4.854186058,300.9693818,65.16265869
S1227,January-9,15:50,394.8363037,5.454154968,455.9079305,64.54110718
S1228,January-9,16:00,553.2454834,5.96337986,612.7074627,71.78125
S1229,January-9,16:10,789.8884277,6.613801003,851.2295311,71.31730652
S1230,January-9,16:20,965.0897217,7.041401863,1034.735771,68.56700134
S1231,January-9,16:30,1017.671021,7.076789856,1050.934606,67.96909332
S1232,January-9,16:40,1345.786987,7.725608826,1376.99929,72.24867249
S1233,January-9,16:50,1263.744995,7.742040157,1385.916736,74.05148315
S1234,January-9,17:00,1232.545044,7.571588039,1295.044901,74.08870697
S1235,January-9,17:10,787.2312012,6.5596838,829.5353606,74.56395721
S1236,January-9,17:20,554.7401123,5.975778103,616.8534183,73.48330688
S1237,January-9,17:30,626.0037842,6.004440784,625.4919134,78.2279892
S1238,January-9,17:40,754.9127808,6.481627941,798.8231654,74.6503067
S1239,January-9,17:50,828.1480713,6.450553894,786.784777,75.5656662
S1240,January-9,18:00,1290.385986,7.663197041,1343.429296,74.61650085
S1241,January-9,18:10,1324.373047,7.564552784,1291.374121,67.87236023
S1242,January-9,18:20,1332.625,7.575979233,1297.339388,67.04553223
S1243,January-9,18:30,1098.772949,7.063724995,1044.93525,67.6740036
S1244,January-9,18:40,1039.676025,6.912072182,976.8930161,68.73150635
S1245,January-9,18:50,804.2822876,6.438810825,782.2630995,69.36212158
S1246,January-9,19:00,805.1437988,6.530227184,817.865424,70.26083374
S1247,January-9,19:10,929.2927856,6.798903942,927.974368,72.82594299
S1248,January-9,19:20,897.9151001,6.753901958,908.9484753,71.31968689
S1249,January-9,19:30,943.267395,6.759132862,911.1476988,74.51544952
S1250,January-9,19:40,625.8814697,5.626655102,506.1832599,77.53556061
S1251,January-9,19:50,446.46521,4.936175823,320.4735293,82.71843719
S1252,January-9,20:00,652.5297852,5.969144821,614.6332116,80.01422119
S1253,January-9,20:10,700.5253296,5.822409153,566.7070975,79.31086731
S1254,January-9,20:20,786.7703247,5.817975044,565.2936512,80.20274353
S1255,January-9,20:30,831.6660156,5.739332199,540.5561293,80.9647522
S1256,January-9,20:40,837.7006836,5.963009834,612.5839793,82.48116302
S1257,January-9,20:50,817.4644165,5.713737965,532.6390244,85.97753143
S1258,January-9,21:00,879.7988892,5.828674793,568.7078055,90.05490112
S1259,January-9,21:10,951.2285156,6.020589828,630.9583588,86.89231873
S1260,January-9,21:20,843.3892212,5.566068172,488.2079194,92.99828339
S1261,January-9,21:30,871.3751831,5.602399826,498.9451155,89.061203
S1262,January-9,21:40,891.1118164,5.752931118,544.7892292,90.49577332
S1263,January-9,21:50,883.1251221,6.256250858,713.9018582,100.8873978
S1264,January-9,22:00,654.2595825,5.878662109,584.8142626,105.6659012
S1265,January-9,22:10,515.0449219,5.313576221,416.9359434,106.1584015
S1266,January-9,22:20,477.8468018,5.098633766,360.605455,104.2422028
S1267,January-9,22:30,504.7067871,5.402994156,441.522451,106.7173004
S1268,January-9,22:40,348.1600037,4.648723125,254.1604698,109.9604034
S1269,January-9,22:50,296.0134888,4.675095081,260.0098028,108.7419968
S1270,January-9,23:00,255.2416992,4.213506222,163.6956242,108.2145004
S1271,January-9,23:10,258.3121948,4.417449951,204.7280825,109.2955017
S1272,January-9,23:20,249.2194061,4.388122082,198.6869624,112.0574036
S1273,January-9,23:30,425.2803955,5.301136017,413.5703937,118.8687973
S1274,January-9,23:40,566.0112305,6.029922009,634.1300128,122.5814972
S1275,January-9,23:50,513.1687012,5.721092224,534.9072761,126.737999
S1276,January-10,0:00,472.5159912,5.59363699,496.3439589,131.1578979
S1277,January-10,0:10,492.1124878,5.953317165,609.354587,127.2651978
S1278,January-10,0:20,270.4773865,4.747572899,276.3222432,122.8183975
S1279,January-10,0:30,355.2250061,5.255426884,401.3176706,122.0468979
S1280,January-10,0:40,288.4397888,4.871133804,304.9611002,119.6437988
S1281,January-10,0:50,429.365387,5.436513901,450.9210359,126.4070969
S1282,January-10,1:00,281.8738098,4.714985847,268.9445202,137.2913055
S1283,January-10,1:10,260.0133972,4.946319103,322.9206654,138.5556946
S1284,January-10,1:20,194.195694,4.522221088,226.7180254,136.7290039
S1285,January-10,1:30,130.5039978,4.213234901,163.6425044,140.5498962
S1286,January-10,1:40,8.394179344,2.70459795,0,149.7917938
S1287,January-10,1:50,0,2.47755003,0,195.3244019
S1288,January-10,2:00,0,1.470070004,0,145.1029968
S1289,January-10,2:10,0,3.008768082,16.28672895,214.0254974
S1290,January-10,2:20,210.1694946,4.599510193,243.3649723,158.5960999
S1291,January-10,2:30,10.63984013,2.579374075,0,109.0011978
S1292,January-10,2:40,0,1.973911047,0,113.831398
S1293,January-10,2:50,0,2.772330046,0,139.381897
S1294,January-10,3:00,0,3.277472973,31.03843519,135.2064972
S1295,January-10,3:10,0,3.441303968,45.70166239,146.6634979
S1296,January-10,3:20,0,2.619735956,0,121.9536972
S1297,January-10,3:30,0,2.055049896,0,137.7456055
S1298,January-10,3:40,0,1.622059941,0,106.3775024
S1299,January-10,3:50,0,2.392349005,0,128.2503052
S1300,January-10,4:00,0,1.633476019,0,115.2589035
S1301,January-10,4:10,0,1.30629003,0,125.8730011
S1302,January-10,4:20,0,1.537354946,0,110.7517014
S1303,January-10,4:30,0,1.978963017,0,122.9148026
S1304,January-10,4:40,0,1.180513978,0,121.4372025
S1305,January-10,4:50,0,1.382282972,0,104.2394028
S1306,January-10,5:00,0,1.337169051,0,34.53086853
S1307,January-10,5:10,0,1.225813031,0,63.23910141
S1308,January-10,5:20,0,2.819976091,0,327.2670898
S1309,January-10,5:30,0,2.52601409,0,334.1046143
S1310,January-10,5:40,0,1.761003971,0,12.01848984
S1311,January-10,5:50,0,1.601286054,0,48.67216873
S1312,January-10,6:00,0,1.281996012,0,155.0233002
S1313,January-10,6:10,0,2.607383966,0,161.7308044
S1314,January-10,6:20,0,2.07774806,0,139.1277008
S1315,January-10,6:30,0,1.593368053,0,126.9441986
S1316,January-10,6:40,0,1.266352057,0,153.7075958
S1317,January-10,6:50,0,0.447999805,0,11.89334011
S1318,January-10,7:00,0,0.878756702,0,62.77664948
S1319,January-10,7:10,0,0.477733105,0,88.67508698
S1320,January-10,7:20,0,0.405237913,0,335.6617126
S1321,January-10,7:30,0,0.634839892,0,147.4441986
S1322,January-10,7:40,0,1.262616038,0,187.6696014
S1323,January-10,7:50,0,2.572881937,0,178.0899963
S1324,January-10,8:00,0,2.368648052,0,226.1987
S1325,January-10,8:10,0,1.738826036,0,172.7776031
S1326,January-10,8:20,0,1.493824005,0,195.3052979
S1327,January-10,8:30,0,2.194616079,0,196.8760986
S1328,January-10,8:40,0,1.156960964,0,151.8847961
S1329,January-10,8:50,0,1.071895003,0,166.2534027
S1330,January-10,9:00,0,1.243163943,0,145.7261963
S1331,January-10,9:10,0,0.7839095,0,145.2028046
S1332,January-10,9:20,0,1.031088948,0,98.84558868
S1333,January-10,9:30,0,1.63132596,0,153.5498047
S1334,January-10,9:40,0,1.083798051,0,190.5536957
S1335,January-10,9:50,0,1.875848055,0,117.7894974
S1336,January-10,10:00,0,1.524209976,0,114.1369019
S1337,January-10,10:10,0,1.340621948,0,126.2916031
S1338,January-10,10:20,0,0.852388978,0,147.1481934
S1339,January-10,10:30,0,2.054236889,0,165.9730072
S1340,January-10,10:40,0,2.467195034,0,178.2413025
S1341,January-10,10:50,0,1.805582047,0,160.0350952
S1342,January-10,11:00,0,1.796159029,0,139.4369965
S1343,January-10,11:10,0,2.150357008,0,115.5469971
S1344,January-10,11:20,0,2.298122883,0,92.78115082
S1345,January-10,11:30,0,2.62351203,0,59.86473846
S1346,January-10,11:40,0,1.43571198,0,74.26532745
S1347,January-10,11:50,0,1.020941019,0,79.481987
S1348,January-10,12:00,0,1.131065965,0,74.3585434
S1349,January-10,12:10,0,1.027892947,0,144.1950989
S1350,January-10,12:20,0,1.705418944,0,204.1190033
S1351,January-10,12:30,0,1.018921018,0,127.7742996
S1352,January-10,12:40,0,1.236291051,0,91.30721283
S1353,January-10,12:50,0,1.03647697,0,119.3964005
S1354,January-10,13:00,0,1.78085804,0,128.096405
S1355,January-10,13:10,0,2.32819891,0,135.9010925
S1356,January-10,13:20,0,1.756569982,0,120.2671967
S1357,January-10,13:30,0,1.92516005,0,170.5785065
S1358,January-10,13:40,0,3.439016104,45.46732647,127.0854034
S1359,January-10,13:50,0,3.033592939,17.16525291,102.4673004
S1360,January-10,14:00,0,3.528951883,55.30966786,103.2701035
S1361,January-10,14:10,189.759201,4.864656925,303.433166,123.2110977
S1362,January-10,14:20,178.2068024,4.282464981,177.3196481,137.5175018
S1363,January-10,14:30,31.8864994,2.988169909,0,151.4562988
S1364,January-10,14:40,0,1.798933029,0,172.6430054
S1365,January-10,14:50,0,1.840474963,0,228.8267059
S1366,January-10,15:00,0,2.212565899,0,251.930603
S1367,January-10,15:10,0,2.692303896,0,284.5064087
S1368,January-10,15:20,22.00214958,4.209413052,162.8946493,258.5285034
S1369,January-10,15:30,49.22541046,3.05190897,17.87665033,237.5792999
S1370,January-10,15:40,0,0.864522576,0,252.8995972
S1371,January-10,15:50,0,0.76860559,0,251.8542023
S1372,January-10,16:00,49.84772873,3.54001689,56.60999975,208.2617035
S1373,January-10,16:10,569.6486816,5.677199841,521.4486924,188.3688049
S1374,January-10,16:20,812.0880127,6.62667799,856.4404274,200.155304
S1375,January-10,16:30,1248.901978,7.881015778,1462.613321,211.1813049
S1376,January-10,16:40,1001.09198,7.373727798,1193.518554,207.6473999
S1377,January-10,16:50,870.8120728,6.938550949,988.5648066,214.1432953
S1378,January-10,17:00,1065.642944,7.43503809,1224.520579,210.6835022
S1379,January-10,17:10,999.538208,7.346372128,1179.864843,202.2606964
S1380,January-10,17:20,1090.782959,7.326743126,1170.134647,213.3815002
S1381,January-10,17:30,1114.883057,7.568226814,1293.290304,222.8262024
S1382,January-10,17:40,977.6099854,7.375741959,1194.528184,211.4967957
S1383,January-10,17:50,713.2998047,6.604113102,847.3215728,207.1757965
S1384,January-10,18:00,940.6273193,7.269858837,1142.248473,204.4916992
S1385,January-10,18:10,1214.921021,7.653754234,1338.39242,206.0189056
S1386,January-10,18:20,1114.912964,7.487399101,1251.445237,206.0948029
S1387,January-10,18:30,1027.079956,7.312902927,1163.307356,203.9541931
S1388,January-10,18:40,679.6071167,6.4169631,773.8909111,206.1159973
S1389,January-10,18:50,836.7719727,6.85627079,952.5780992,217.5762024
S1390,January-10,19:00,893.1500244,7.139407158,1079.999509,217.4367981
S1391,January-10,19:10,901.9882202,7.10580492,1064.338099,217.245697
S1392,January-10,19:20,1060.123047,7.443419933,1228.802605,224.360199
S1393,January-10,19:30,779.2860718,6.698926926,886.0291772,225.1351013
S1394,January-10,19:40,703.4691162,6.372520924,757.0215224,229.2877045
S1395,January-10,19:50,269.2567139,4.838714123,297.3431572,237.4907074
S1396,January-10,20:00,25.31525993,3.080082893,19.07571417,244.9073944
S1397,January-10,20:10,137.5820007,4.347185135,190.3355056,230.287796
S1398,January-10,20:20,102.8774033,4.075825214,137.2069776,253.0243073
